location,total_sqft,bath,price,bhk,price_per_sqft
Electronic City,1070.0,2.0,48.0,2,4485.98
Electronic City,1025.0,2.0,54.0,2,5268.29
Electronic City,1500.0,2.0,70.0,3,4666.67
Electronic City,1500.0,2.0,64.5,3,4300.0
Electronic City,1140.0,2.0,32.93,2,2888.6
Electronic City,2093.0,4.0,134.0,4,6402.29
Electronic City,750.0,2.0,19.5,2,2600.0
Electronic City,1355.0,2.0,73.0,2,5387.45
Electronic City,1360.0,2.0,64.99,3,4778.68
Electronic City,1060.0,2.0,52.0,2,4905.66
Electronic City Phase II,1056.0,2.0,39.07,2,3699.81
Electronic City Phase II,1020.0,2.0,30.6,2,3000.0
Electronic City Phase II,1069.0,2.0,45.0,2,4209.54
Electronic City Phase II,630.0,1.0,28.35,1,4500.0
Electronic City Phase II,1220.0,2.0,35.23,3,2887.7
Electronic City Phase II,1000.0,2.0,25.0,2,2500.0
Electronic City Phase II,1090.0,2.0,28.34,2,2600.0
Electronic City Phase II,2225.0,4.0,98.88,4,4444.04
Electronic City Phase II,1400.0,2.0,40.43,3,2887.86
Electronic City Phase II,775.0,2.0,38.0,2,4903.23
Electronic City Phase II,1266.0,2.0,59.0,2,4660.35
Electronic City Phase II,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,1320.0,2.0,38.13,3,2888.64
Electronic City Phase II,1220.0,3.0,35.23,3,2887.7
Electronic City Phase II,972.0,2.0,44.0,2,4526.75
Electronic City Phase II,1400.0,2.0,40.43,3,2887.86
Electronic City Phase II,1031.0,2.0,55.0,2,5334.63
Electronic City Phase II,1003.0,2.0,40.6,2,4047.86
Electronic City Phase II,1031.0,2.0,56.35,2,5465.57
Electronic City Phase II,1320.0,2.0,38.12,3,2887.88
Electronic City Phase II,1395.0,2.0,62.78,3,4500.36
Electronic City Phase II,1160.0,2.0,33.5,2,2887.93
Electronic City Phase II,1065.0,2.0,30.75,2,2887.32
Electronic City Phase II,1219.0,2.0,61.25,2,5024.61
Electronic City Phase II,1400.0,2.0,41.58,3,2970.0
Electronic City Phase II,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,1790.0,3.0,100.0,3,5586.59
Electronic City Phase II,769.0,2.0,40.0,2,5201.56
Electronic City Phase II,1400.0,2.0,40.43,3,2887.86
Electronic City Phase II,900.0,2.0,32.5,2,3611.11
Electronic City Phase II,1329.0,2.0,41.0,3,3085.03
Electronic City Phase II,1220.0,3.0,35.23,3,2887.7
Electronic City Phase II,993.0,2.0,50.0,3,5035.25
Electronic City Phase II,1418.0,3.0,52.47,3,3700.28
Electronic City Phase II,1070.0,2.0,45.0,2,4205.61
Electronic City Phase II,1310.0,2.0,32.75,3,2500.0
Electronic City Phase II,1310.0,2.0,37.83,3,2887.79
Electronic City Phase II,1140.0,2.0,33.06,2,2900.0
Electronic City Phase II,1089.0,2.0,32.67,2,3000.0
Electronic City Phase II,1031.0,2.0,55.0,2,5334.63
Electronic City Phase II,1253.0,2.0,65.8,2,5251.4
Electronic City Phase II,1400.0,2.0,40.44,3,2888.57
Electronic City Phase II,1160.0,2.0,33.5,2,2887.93
Electronic City Phase II,975.0,2.0,45.0,3,4615.38
Electronic City Phase II,1116.0,2.0,37.0,2,3315.41
Electronic City Phase II,1125.0,2.0,29.25,2,2600.0
Electronic City Phase II,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,1165.0,2.0,30.29,2,2600.0
Electronic City Phase II,1031.0,2.0,53.0,2,5140.64
Electronic City Phase II,1611.0,2.0,48.33,3,3000.0
Electronic City Phase II,1065.0,2.0,30.88,2,2899.53
Electronic City Phase II,1220.0,3.0,36.6,3,3000.0
Electronic City Phase II,1549.0,3.0,80.0,3,5164.62
Electronic City Phase II,1065.0,2.0,56.13,2,5270.42
Electronic City Phase II,1320.0,2.0,38.13,3,2888.64
Electronic City Phase II,920.0,2.0,26.0,2,2826.09
Electronic City Phase II,1140.0,2.0,33.84,2,2968.42
Electronic City Phase II,1219.0,2.0,61.26,2,5025.43
Electronic City Phase II,1252.0,2.0,65.0,3,5191.69
Electronic City Phase II,1125.0,2.0,32.49,2,2888.0
Electronic City Phase II,1310.0,2.0,37.83,3,2887.79
Electronic City Phase II,1286.0,2.0,69.0,2,5365.47
Electronic City Phase II,1220.0,2.0,36.21,3,2968.03
Electronic City Phase II,1140.0,2.0,32.92,2,2887.72
Electronic City Phase II,1116.0,2.0,40.0,2,3584.23
Electronic City Phase II,1150.0,3.0,46.0,3,4000.0
Electronic City Phase II,1192.0,2.0,47.0,3,3942.95
Electronic City Phase II,1502.0,3.0,50.0,3,3328.89
Electronic City Phase II,1020.0,2.0,32.0,2,3137.25
Electronic City Phase II,1900.0,3.0,97.0,4,5105.26
Electronic City Phase II,1020.0,2.0,27.43,2,2689.22
Electronic City Phase II,1025.0,2.0,26.65,2,2600.0
Electronic City Phase II,1020.0,2.0,29.45,2,2887.25
Electronic City Phase II,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,1310.0,2.0,37.84,3,2888.55
Electronic City Phase II,1140.0,2.0,28.5,2,2500.0
Electronic City Phase II,1125.0,2.0,32.49,2,2888.0
Electronic City Phase II,1200.0,2.0,34.65,2,2887.5
Electronic City Phase II,1160.0,2.0,52.2,2,4500.0
Electronic City Phase II,1244.0,2.0,55.0,2,4421.22
Electronic City Phase II,1160.0,2.0,33.51,2,2888.79
Electronic City Phase II,1220.0,3.0,35.25,3,2889.34
Electronic City Phase II,1625.0,2.0,48.75,3,3000.0
Electronic City Phase II,972.0,2.0,40.0,2,4115.23
Electronic City Phase II,1160.0,2.0,33.51,2,2888.79
Electronic City Phase II,1400.0,2.0,40.45,3,2889.29
Electronic City Phase II,1090.0,2.0,31.48,2,2888.07
Electronic City Phase II,1140.0,2.0,32.92,2,2887.72
Electronic City Phase II,650.0,1.0,35.0,1,5384.62
Electronic City Phase II,1155.0,2.0,57.0,2,4935.06
Electronic City Phase II,1800.0,3.0,92.0,3,5111.11
Electronic City Phase II,1300.0,2.0,28.0,2,2153.85
Electronic City Phase II,1160.0,2.0,33.5,2,2887.93
Electronic City Phase II,1025.0,2.0,29.6,2,2887.8
Electronic City Phase II,829.0,2.0,22.8,2,2750.3
Electronic City Phase II,2187.5,4.0,105.0,4,4800.0
Electronic City Phase II,1252.0,2.0,67.0,2,5351.44
Electronic City Phase II,1320.0,2.0,38.12,3,2887.88
Electronic City Phase II,1125.0,2.0,32.63,2,2900.44
Electronic City Phase II,1140.0,2.0,34.0,2,2982.46
Electronic City Phase II,1310.0,2.0,37.84,3,2888.55
Electronic City Phase II,1400.0,2.0,40.43,3,2887.86
Electronic City Phase II,1252.0,2.0,65.0,3,5191.69
Electronic City Phase II,1135.0,2.0,46.0,2,4052.86
Electronic City Phase II,1305.0,3.0,65.0,3,4980.84
Electronic City Phase II,1165.0,2.0,33.64,2,2887.55
Electronic City Phase II,1400.0,2.0,40.44,3,2888.57
Electronic City Phase II,1336.0,2.0,50.35,3,3768.71
Electronic City Phase II,575.0,1.0,16.75,1,2913.04
Electronic City Phase II,925.0,2.0,49.82,3,5385.95
Electronic City Phase II,1065.0,2.0,30.76,2,2888.26
Electronic City Phase II,1065.0,2.0,30.75,2,2887.32
Electronic City Phase II,1140.0,2.0,33.06,2,2900.0
Electronic City Phase II,911.0,2.0,26.5,2,2908.89
Electronic City Phase II,1200.0,2.0,34.65,2,2887.5
Electronic City Phase II,1031.0,2.0,54.48,2,5284.19
Electronic City Phase II,1310.0,2.0,37.83,3,2887.79
Electronic City Phase II,1651.0,3.0,49.53,3,3000.0
Electronics City Phase 1,1070.0,2.0,45.5,2,4252.34
Electronics City Phase 1,1475.0,3.0,78.29,3,5307.8
Electronics City Phase 1,1490.0,3.0,78.8,3,5288.59
Electronics City Phase 1,1113.27,2.0,53.0,2,4760.75
Electronics City Phase 1,1490.0,3.0,84.0,3,5637.58
Electronics City Phase 1,1175.0,2.0,51.47,2,4380.43
Electronics City Phase 1,1160.0,2.0,52.0,2,4482.76
Electronics City Phase 1,920.0,2.0,33.0,2,3586.96
Electronics City Phase 1,1750.0,3.0,84.0,3,4800.0
Electronics City Phase 1,1350.0,3.0,55.0,3,4074.07
Electronics City Phase 1,940.0,2.0,40.0,2,4255.32
Electronics City Phase 1,1015.0,2.0,56.0,2,5517.24
Electronics City Phase 1,1595.0,3.0,75.0,3,4702.19
Electronics City Phase 1,1515.0,2.0,80.91,3,5340.59
Electronics City Phase 1,995.0,2.0,46.0,2,4623.12
Electronics City Phase 1,1555.0,2.0,82.0,3,5273.31
Electronics City Phase 1,1340.0,2.0,75.0,2,5597.01
Electronics City Phase 1,1124.0,2.0,55.0,3,4893.24
Electronics City Phase 1,1175.0,2.0,57.0,2,4851.06
Electronics City Phase 1,755.0,1.0,42.41,1,5617.22
Electronics City Phase 1,580.0,1.0,27.0,1,4655.17
Electronics City Phase 1,940.0,2.0,49.0,2,5212.77
Electronics City Phase 1,1335.0,2.0,67.0,2,5018.73
Electronics City Phase 1,1113.12,2.0,55.0,2,4941.07
Electronics City Phase 1,995.0,2.0,42.0,2,4221.11
Electronics City Phase 1,1350.0,3.0,71.0,3,5259.26
Electronics City Phase 1,1445.0,2.0,56.0,3,3875.43
Electronics City Phase 1,995.0,2.0,49.8,2,5005.03
Electronics City Phase 1,635.0,1.0,26.0,1,4094.49
Electronics City Phase 1,1190.0,2.0,68.0,2,5714.29
Electronics City Phase 1,1085.0,2.0,46.0,2,4239.63
Electronics City Phase 1,1450.0,3.0,72.54,3,5002.76
Electronics City Phase 1,360.0,1.0,16.9,1,4694.44
Electronics City Phase 1,638.0,1.0,32.0,1,5015.67
Electronics City Phase 1,1175.0,2.0,64.98,2,5530.21
Electronics City Phase 1,585.0,1.0,21.0,1,3589.74
Electronics City Phase 1,1200.0,2.0,59.76,2,4980.0
Electronics City Phase 1,1145.0,2.0,54.0,2,4716.16
Electronics City Phase 1,1125.0,2.0,65.0,2,5777.78
Electronics City Phase 1,1550.0,2.0,82.0,3,5290.32
Electronics City Phase 1,1175.0,2.0,50.0,2,4255.32
Electronics City Phase 1,865.0,2.0,40.0,2,4624.28
Electronics City Phase 1,1450.0,3.0,70.0,3,4827.59
Electronics City Phase 1,1450.0,2.0,63.51,3,4380.0
Electronics City Phase 1,1450.0,3.0,58.0,3,4000.0
Electronics City Phase 1,1800.0,3.0,93.0,3,5166.67
Electronics City Phase 1,1314.0,2.0,60.0,2,4566.21
Electronics City Phase 1,1170.0,2.0,62.0,2,5299.15
Electronics City Phase 1,1450.0,3.0,79.0,3,5448.28
Electronics City Phase 1,940.0,2.0,48.0,2,5106.38
Electronics City Phase 1,940.0,2.0,44.0,2,4680.85
Electronics City Phase 1,1300.0,2.0,67.0,2,5153.85
Electronics City Phase 1,1028.0,2.0,51.0,2,4961.09
Electronics City Phase 1,1080.0,2.0,46.0,2,4259.26
Electronics City Phase 1,1205.0,2.0,60.0,2,4979.25
Electronics City Phase 1,1900.0,3.0,85.0,3,4473.68
Electronics City Phase 1,1305.0,2.0,67.0,2,5134.1
Electronics City Phase 1,755.0,1.0,30.12,1,3989.4
Electronics City Phase 1,1175.0,2.0,60.0,2,5106.38
Esther Enclave Layout,1000.0,2.0,66.0,2,6600.0
Ferrar Nagar,1180.0,2.0,69.0,2,5847.46
Ferrar Nagar,2360.0,3.0,185.0,4,7838.98
Frazer Town,1700.0,3.0,180.0,3,10588.24
Frazer Town,1870.0,3.0,185.0,3,9893.05
Frazer Town,1750.0,3.0,150.0,3,8571.43
Frazer Town,4850.0,6.0,385.0,4,7938.14
Frazer Town,2000.0,3.0,200.0,3,10000.0
Frazer Town,3500.0,4.0,330.0,3,9428.57
Frazer Town,2350.0,4.0,285.0,3,12127.66
Frazer Town,1550.0,2.0,140.0,2,9032.26
Frazer Town,1900.0,4.0,145.0,3,7631.58
Frazer Town,2560.0,3.0,265.0,3,10351.56
Frazer Town,2400.0,3.0,260.0,3,10833.33
Frazer Town,4856.0,5.0,410.0,4,8443.16
Frazer Town,1315.0,2.0,140.0,2,10646.39
Frazer Town,1706.0,3.0,154.0,3,9026.96
Frazer Town,2079.0,3.0,220.0,3,10582.01
Frazer Town,3435.0,2.0,341.0,4,9927.22
Frazer Town,5400.0,3.0,400.0,3,7407.41
Frazer Town,1180.0,2.0,105.0,2,8898.31
Frazer Town,2900.0,4.0,325.0,4,11206.9
Frazer Town,1870.0,3.0,180.0,3,9625.67
Frazer Town,896.0,1.0,100.0,1,11160.71
Frazer Town,1420.0,2.0,120.0,2,8450.7
Friends Colony,1150.0,2.0,75.0,3,6521.74
GD Layout,1094.0,2.0,44.0,2,4021.94
GD Layout,1330.0,2.0,68.0,3,5112.78
GM Palaya,1820.0,2.0,86.0,3,4725.27
GM Palaya,1225.0,2.0,47.0,2,3836.73
GM Palaya,1140.0,2.0,48.95,2,4293.86
GM Palaya,1315.0,2.0,65.0,3,4942.97
GM Palaya,1315.0,3.0,65.0,3,4942.97
GM Palaya,1315.0,3.0,64.0,3,4866.92
GM Palaya,1735.0,3.0,70.0,3,4034.58
GM Palaya,1643.0,2.0,70.0,3,4260.5
Ganesha Block,2500.0,2.0,300.0,3,12000.0
Ganga Nagar,600.0,1.0,38.0,1,6333.33
Ganga Nagar,845.0,2.0,55.0,2,6508.88
Ganga Nagar,1112.0,2.0,68.0,2,6115.11
Ganga Nagar,998.0,2.0,65.0,2,6513.03
Ganga Nagar,1250.0,2.0,65.0,2,5200.0
Garebhavipalya,1200.0,2.0,75.0,2,6250.0
Garudachar Palya,1325.0,2.0,60.8,3,4588.68
Garudachar Palya,1060.0,2.0,48.7,2,4594.34
Garudachar Palya,1150.0,2.0,52.75,2,4586.96
Garudachar Palya,1295.0,2.0,59.5,3,4594.59
Garudachar Palya,1320.0,2.0,60.6,3,4590.91
Garudachar Palya,1295.0,2.0,59.5,3,4594.59
Garudachar Palya,1150.0,2.0,52.8,2,4591.3
Garudachar Palya,1150.0,2.0,52.8,2,4591.3
Garudachar Palya,1060.0,2.0,48.5,2,4575.47
Garudachar Palya,1150.0,2.0,52.5,2,4565.22
Garudachar Palya,1325.0,2.0,60.8,3,4588.68
Garudachar Palya,1060.0,2.0,48.66,2,4590.57
Garudachar Palya,1150.0,2.0,52.0,2,4521.74
Garudachar Palya,1154.0,2.0,51.8,2,4488.73
Garudachar Palya,1325.0,2.0,60.0,3,4528.3
Gattahalli,2000.0,2.0,95.0,3,4750.0
Geddalahalli,850.0,2.0,32.5,2,3823.53
Geddalahalli,893.0,2.0,34.5,2,3863.38
Giri Nagar,2400.0,4.0,400.0,4,16666.67
Giri Nagar,1800.0,3.0,252.0,3,14000.0
Giri Nagar,1350.0,3.0,240.0,3,17777.78
Giri Nagar,2400.0,4.0,400.0,4,16666.67
Giri Nagar,3000.0,4.0,375.0,6,12500.0
Giri Nagar,2400.0,6.0,400.0,6,16666.67
Giri Nagar,4000.0,3.0,750.0,4,18750.0
Gkvk Layout,1350.0,3.0,195.0,3,14444.44
Gkvk Layout,1200.0,4.0,180.0,3,15000.0
Glass Factory Layout,1539.0,3.0,60.0,3,3898.64
Glass Factory Layout,1450.0,3.0,65.0,3,4482.76
Gnana Bharathi,3600.0,6.0,170.0,6,4722.22
Gokula Extension,1372.0,2.0,90.0,3,6559.77
Gokula Extension,1400.0,3.0,90.0,3,6428.57
Gollahalli,1395.0,2.0,63.59,2,4558.42
Gollahalli,1325.0,2.0,47.0,3,3547.17
Gollahalli,1050.0,2.0,48.0,2,4571.43
Gollahalli,1170.0,2.0,45.51,2,3889.74
Gollahalli,1170.0,2.0,39.0,2,3333.33
Gollahalli,1418.0,2.0,62.0,2,4372.36
Gollarapalya Hosahalli,861.0,2.0,34.5,2,4006.97
Gollarapalya Hosahalli,1408.0,3.0,62.0,3,4403.41
Gollarapalya Hosahalli,861.0,2.0,34.5,2,4006.97
Gollarapalya Hosahalli,1318.0,3.0,54.0,3,4097.12
Gollarapalya Hosahalli,861.0,2.0,36.5,2,4239.26
Gollarapalya Hosahalli,1320.0,3.0,60.0,3,4545.45
Gollarapalya Hosahalli,1345.0,3.0,60.0,3,4460.97
Gollarapalya Hosahalli,1318.0,3.0,56.0,3,4248.86
Gollarapalya Hosahalli,1129.0,2.0,50.0,2,4428.7
Gopalapura,2023.71,3.0,275.0,3,13588.9
Gopalapura,3179.0,5.0,351.0,4,11041.21
Gopalapura,1950.2,3.0,261.0,3,13383.24
Gopalapura,2171.66,3.0,298.0,3,13722.22
Gopalkrishna Nagar,1280.0,2.0,75.0,2,5859.38
Gopalkrishna Nagar,1530.0,2.0,97.0,3,6339.87
Gopalkrishna Nagar,1155.0,2.0,65.0,2,5627.71
Gopalkrishna Nagar,1570.0,2.0,95.0,3,6050.96
Gopalkrishna Nagar,1155.0,2.0,64.0,2,5541.13
Gottigere,1100.0,2.0,40.0,2,3636.36
Gottigere,967.0,2.0,45.0,2,4653.57
Gottigere,1618.0,3.0,82.5,3,5098.89
Gottigere,1222.0,2.0,63.0,2,5155.48
Gottigere,1600.0,2.0,55.0,3,3437.5
Gottigere,1300.0,3.0,65.0,3,5000.0
Gottigere,950.0,2.0,38.0,2,4000.0
Gottigere,1153.0,2.0,48.5,2,4206.42
Gottigere,812.0,1.0,26.0,1,3201.97
Gottigere,2000.0,4.0,82.0,4,4100.0
Gottigere,1460.0,2.0,65.0,3,4452.05
Gottigere,1500.0,3.0,70.0,3,4666.67
Gottigere,1621.0,3.0,72.0,3,4441.7
Gottigere,812.0,1.0,26.0,1,3201.97
Gottigere,990.0,2.0,40.0,2,4040.4
Gottigere,1235.0,2.0,63.0,2,5101.21
Gottigere,1385.0,3.0,64.0,3,4620.94
Gottigere,1000.0,2.0,35.0,2,3500.0
Gottigere,1010.0,2.0,35.0,2,3465.35
Gottigere,1385.0,2.0,50.0,3,3610.11
Gottigere,1425.0,2.0,47.0,3,3298.25
Gottigere,1435.0,2.0,62.0,3,4320.56
Gottigere,945.0,2.0,45.0,2,4761.9
Gottigere,1400.0,2.0,50.0,3,3571.43
Gottigere,2500.0,3.0,120.0,4,4800.0
Gottigere,1230.0,2.0,52.0,3,4227.64
Gottigere,1120.0,2.0,50.0,2,4464.29
Gottigere,1500.0,3.0,63.0,3,4200.0
Gottigere,1200.0,2.0,40.0,2,3333.33
Gottigere,1280.0,2.0,61.0,2,4765.62
Gottigere,1205.0,2.0,56.58,2,4695.44
Gottigere,1170.0,2.0,40.0,2,3418.8
Gottigere,3000.0,3.0,132.0,4,4400.0
Gottigere,1613.0,3.0,72.0,3,4463.73
Gottigere,1110.0,2.0,36.25,2,3265.77
Gottigere,1245.0,2.0,59.0,2,4738.96
Gottigere,1200.0,2.0,50.0,2,4166.67
Govindapura,1310.0,2.0,88.0,2,6717.56
Govindaraja Nagar Ward,840.0,2.0,45.0,2,5357.14
Govindaraja Nagar Ward,2600.0,5.0,370.0,5,14230.77
Govindpura,1326.0,2.0,62.17,2,4688.54
Govindpura,1578.0,3.0,73.9,3,4683.14
Gowdanapalya,510.0,1.0,34.0,1,6666.67
Green Domain Layout,2100.0,3.0,170.0,3,8095.24
Green Domain Layout,1280.0,2.0,75.0,2,5859.38
Green Garden Layout,1045.0,2.0,45.0,2,4306.22
Green Glen Layout,1670.0,3.0,120.0,3,7185.63
Green Glen Layout,3250.0,4.0,230.0,4,7076.92
Green Glen Layout,1776.42,3.0,105.0,3,5910.76
Green Glen Layout,940.0,2.0,56.8,2,6042.55
Green Glen Layout,1075.0,2.0,60.0,2,5581.4
Green Glen Layout,1715.0,3.0,115.0,3,6705.54
Green Glen Layout,1751.0,2.0,115.0,3,6567.68
Green Glen Layout,1530.0,3.0,105.0,3,6862.75
Green Glen Layout,1752.0,3.0,105.0,3,5993.15
Green Glen Layout,1680.0,4.0,95.0,3,5654.76
Green Glen Layout,1728.0,3.0,125.0,3,7233.8
Green Glen Layout,1645.0,3.0,110.0,3,6686.93
Green Glen Layout,1517.0,3.0,100.0,3,6591.96
Green Glen Layout,3150.0,4.0,218.0,4,6920.63
Green Glen Layout,3270.0,4.0,205.0,4,6269.11
Green Glen Layout,1750.0,3.0,120.0,3,6857.14
Green Glen Layout,1751.0,3.0,115.0,3,6567.68
Green Glen Layout,1750.0,3.0,105.0,3,6000.0
Green Glen Layout,1885.0,3.0,135.0,3,7161.8
Green Glen Layout,1715.0,3.0,120.0,3,6997.08
Green Glen Layout,1623.29,2.0,105.0,3,6468.35
Green Glen Layout,1715.0,3.0,115.0,3,6705.54
Green Glen Layout,1715.0,3.0,105.0,3,6122.45
Green Glen Layout,1600.0,3.0,105.0,3,6562.5
Green Glen Layout,1717.0,3.0,125.0,3,7280.14
Green Glen Layout,1250.0,2.0,75.0,2,6000.0
Green Glen Layout,1715.0,3.0,112.0,3,6530.61
Green View Layout,1007.0,2.0,43.0,2,4270.11
Green View Layout,1000.0,2.0,36.0,2,3600.0
Green View Layout,1107.0,2.0,40.0,2,3613.37
Green View Layout,1108.0,2.0,48.0,2,4332.13
Green View Layout,1150.0,2.0,42.0,2,3652.17
Green View Layout,1010.0,2.0,41.0,2,4059.41
Green Woods Layout,1200.0,2.0,66.0,2,5500.0
Green Woods Layout,1206.0,2.0,53.0,2,4394.69
Gubbalala,1470.0,2.0,82.0,3,5578.23
Gubbalala,1745.0,3.0,104.0,3,5959.89
Gubbalala,1745.0,3.0,115.0,3,6590.26
Gubbalala,1745.0,3.0,110.0,3,6303.72
Gubbalala,1650.0,3.0,71.0,3,4303.03
Gubbalala,1205.0,2.0,70.0,2,5809.13
Gubbalala,1435.0,2.0,80.0,3,5574.91
Gubbalala,1475.0,2.0,80.0,2,5423.73
Gubbalala,2000.0,4.0,85.0,4,4250.0
Gubbalala,1100.0,2.0,49.5,2,4500.0
Gubbalala,1060.0,2.0,46.0,2,4339.62
Gubbalala,2000.0,3.0,125.0,3,6250.0
Gubbalala,4000.0,5.0,195.0,4,4875.0
Guddadahalli,1350.0,4.0,140.0,4,10370.37
Guddadahalli,1180.0,2.0,65.0,2,5508.47
Gulimangala,980.0,2.0,35.0,2,3571.43
Gunjur,1140.0,2.0,43.0,2,3771.93
Gunjur,1600.0,3.0,75.0,3,4687.5
Gunjur,2000.0,3.0,95.0,4,4750.0
Gunjur,1140.0,2.0,49.11,2,4307.89
Gunjur,1195.0,2.0,44.0,2,3682.01
Gunjur,1457.0,2.0,60.0,2,4118.05
Gunjur,1080.0,2.0,41.0,2,3796.3
Gunjur,2132.0,3.0,80.0,3,3752.35
Gunjur,1800.0,3.0,70.0,3,3888.89
Gunjur,1175.0,2.0,43.48,2,3700.43
Gunjur,1362.0,3.0,62.63,3,4598.38
Gunjur,1071.0,2.0,51.0,2,4761.9
Gunjur,1063.0,2.0,40.0,2,3762.94
Gunjur,1235.0,2.0,52.76,2,4272.06
Gunjur,1362.0,3.0,62.63,3,4598.38
Gunjur,1362.0,3.0,62.63,3,4598.38
Gunjur,1457.0,2.0,60.0,2,4118.05
Gunjur Palya,1050.0,2.0,43.0,2,4095.24
Gunjur Palya,1033.0,2.0,32.0,3,3097.77
Gunjur Palya,1400.0,3.0,45.0,3,3214.29
Gunjur Palya,993.0,2.0,42.0,2,4229.61
Gunjur Palya,1235.0,2.0,52.76,2,4272.06
HAL 2nd Stage,1490.0,2.0,300.0,3,20134.23
HAL 2nd Stage,600.0,3.0,145.0,2,24166.67
HAL 2nd Stage,2700.0,3.0,500.0,3,18518.52
HAL 2nd Stage,2040.0,4.0,500.0,5,24509.8
HAL 3rd Stage,1865.0,3.0,350.0,3,18766.76
HAL 3rd Stage,1200.0,2.0,49.0,2,4083.33
HBR Layout,2800.0,2.0,200.0,3,7142.86
HBR Layout,1200.0,4.0,120.0,4,10000.0
HBR Layout,1200.0,2.0,60.0,2,5000.0
HBR Layout,1004.0,2.0,49.0,2,4880.48
HBR Layout,1783.0,3.0,125.0,3,7010.66
HBR Layout,1656.0,3.0,90.0,3,5434.78
HBR Layout,1089.0,2.0,60.0,2,5509.64
HBR Layout,1700.0,3.0,110.0,3,6470.59
HBR Layout,1198.0,2.0,65.0,2,5425.71
HBR Layout,1200.0,4.0,115.0,4,9583.33
HBR Layout,1200.0,2.0,120.0,2,10000.0
HBR Layout,1832.0,3.0,160.0,3,8733.62
HMT Layout,1105.0,2.0,58.0,2,5248.87
HOSUR MAIN ROAD,1464.0,3.0,56.0,3,3825.14
HOSUR MAIN ROAD,1464.0,3.0,56.0,3,3825.14
HOSUR MAIN ROAD,1464.0,2.0,56.0,2,3825.14
HOSUR MAIN ROAD,1464.0,2.0,56.0,2,3825.14
HOSUR MAIN ROAD,1464.0,3.0,56.0,3,3825.14
HOSUR MAIN ROAD,1464.0,3.0,56.0,3,3825.14
HRBR Layout,1374.0,2.0,95.0,2,6914.12
HRBR Layout,1440.0,2.0,98.0,2,6805.56
HRBR Layout,1567.0,3.0,90.0,3,5743.46
HRBR Layout,2800.0,3.0,250.0,3,8928.57
HRBR Layout,1210.0,2.0,75.0,2,6198.35
HRBR Layout,1265.0,2.0,78.0,2,6166.01
HRBR Layout,1170.0,2.0,75.0,2,6410.26
HRBR Layout,1335.0,2.0,87.0,3,6516.85
HRBR Layout,1900.0,3.0,90.0,4,4736.84
HRBR Layout,1625.0,3.0,120.0,3,7384.62
HRBR Layout,1301.0,2.0,120.0,2,9223.67
HRBR Layout,1145.0,2.0,68.5,2,5982.53
HRBR Layout,1300.0,2.0,90.0,2,6923.08
HSR Layout,1400.0,3.0,56.0,3,4000.0
HSR Layout,1372.0,2.0,68.0,2,4956.27
HSR Layout,1430.0,2.0,65.0,3,4545.45
HSR Layout,1475.0,3.0,75.0,3,5084.75
HSR Layout,1467.0,2.0,55.0,2,3749.15
HSR Layout,1140.0,2.0,46.0,2,4035.09
HSR Layout,1372.0,2.0,61.0,2,4446.06
HSR Layout,1750.0,3.0,95.0,3,5428.57
HSR Layout,2424.0,3.0,90.0,3,3712.87
HSR Layout,1027.0,2.0,44.0,2,4284.32
HSR Layout,1650.0,3.0,110.0,3,6666.67
HSR Layout,1140.0,2.0,46.0,2,4035.09
HSR Layout,1372.0,2.0,61.0,2,4446.06
HSR Layout,1140.0,2.0,46.0,2,4035.09
HSR Layout,1185.0,2.0,60.0,2,5063.29
HSR Layout,1127.0,2.0,68.0,2,6033.72
HSR Layout,1600.0,2.0,115.0,3,7187.5
HSR Layout,1145.0,2.0,48.0,2,4192.14
HSR Layout,1009.0,2.0,56.0,2,5550.05
HSR Layout,1300.0,2.0,98.0,2,7538.46
HSR Layout,2400.0,3.0,88.0,3,3666.67
HSR Layout,1140.0,2.0,46.0,2,4035.09
HSR Layout,1126.0,2.0,69.0,2,6127.89
HSR Layout,1360.0,2.0,53.0,3,3897.06
HSR Layout,1140.0,2.0,46.0,2,4035.09
HSR Layout,1145.0,2.0,46.0,2,4017.47
HSR Layout,1142.0,2.0,65.0,2,5691.77
HSR Layout,1145.0,2.0,46.0,2,4017.47
HSR Layout,1844.0,3.0,95.0,3,5151.84
HSR Layout,1203.0,2.0,72.0,2,5985.04
HSR Layout,1140.0,2.0,46.0,2,4035.09
HSR Layout,1140.0,2.0,46.0,2,4035.09
HSR Layout,1145.0,2.0,46.0,2,4017.47
HSR Layout,1009.0,2.0,56.0,2,5550.05
HSR Layout,1145.0,2.0,46.0,2,4017.47
HSR Layout,1100.0,2.0,44.0,2,4000.0
HSR Layout,1203.0,2.0,60.0,2,4987.53
HSR Layout,1120.0,2.0,70.0,2,6250.0
HSR Layout,1140.0,2.0,46.0,2,4035.09
HSR Layout,1844.0,3.0,89.0,3,4826.46
HSR Layout,1203.0,2.0,60.0,2,4987.53
HSR Layout,1140.0,2.0,46.0,2,4035.09
